ID	category	collection_year_factor	country	state	crop	inferred_sex	CYP337b3	filter1	ARM_anc	AH	material	DNA_extraction_concentration	library_concentration	number_bases_passing_Q20	percent_mapped	chr24_inversion_genotype	chr26_inversion_genotype	chr21_inversion_genotype	filter1
CAM047448	Brazilian_helicoverpa	2016	Brazil	Sao Paulo	soybean	male	NA	No	0.985035211	0.024827537	whole.adult	13.7	0.138	NA	87.89	NA	NA	NA	N
CAM047454	Brazilian_helicoverpa	2016	Brazil	Sao Paulo	soybean	female	NA	Yes	0.971995113	0.050491269	whole.adult	32.3	0.193	NA	90.5	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047456	Brazilian_helicoverpa	2016	Brazil	Sao Paulo	soybean	male	NA	No	0.988904179	0.017541362	whole.adult	27.6	0.197	NA	41.77	NA	NA	NA	N
CAM047475	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	female	NA	Yes	0.989262304	0.017271876	whole.adult	25.9	0.163	NA	90.56	ZEA/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047485	Brazilian_helicoverpa	2017	Brazil	Bahia	cotton	male	NA	No	0.980135792	0.023580145	whole.adult	3.87	0.171	NA	76.93	NA	NA	NA	N
CAM047521	Brazilian_helicoverpa	2018	Brazil	Bahia	soybean	female	NA	Yes	0.040695093	0.034106592	whole.adult	4.62	0.151	NA	89.5	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047522	Brazilian_helicoverpa	2018	Brazil	Bahia	soybean	female	NA	Yes	0.974092621	0.046509086	whole.adult	8.25	0.226	NA	90.1	ZEA/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047524	Brazilian_helicoverpa	2017	Brazil	Goias	cotton	female	NA	Yes	0.975227616	0.044522925	whole.adult	31.9	0.243	NA	90.98	ARM2/ARM2	ARM1/ARM1	ARM1/ARM2	Y
CAM047528	Brazilian_helicoverpa	2017	Brazil	Goias	cotton	male	NA	No	0.967776694	0.049837806	whole.adult	15.2	0.185	NA	41.35	NA	NA	NA	N
CAM047534	Brazilian_helicoverpa	2017	Brazil	Goias	cotton	female	NA	Yes	0.969523578	0.055048292	whole.adult	32.5	0.215	NA	91.19	ARM2/ARM2	ARM1/ARM1	ARM1/ARM2	Y
CAM047535	Brazilian_helicoverpa	2017	Brazil	Goias	cotton	male	NA	Yes	0.970142069	0.053660833	whole.adult	18.1	0.146	NA	90.32	ARM2/ARM2	ARM1/ARM1	ARM1/ARM1	Y
CAM047536	Brazilian_helicoverpa	2017	Brazil	Goias	cotton	female	NA	No	0.96888466	0.050866581	whole.adult	9.69	0.144	NA	93.66	NA	NA	NA	N
CAM047595	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	No	0.029490346	0.03387609	whole.adult	3.12	0.238	NA	41.19	NA	NA	NA	N
CAM047599	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	female	NA	No	0.025906276	0.033310181	whole.adult	6.2	0.189	NA	89.8	NA	NA	NA	N
CAM047601	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	No	0.038772385	0.015611043	whole.adult	1.39	0.142	NA	89.55	NA	NA	NA	N
CAM047603	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	female	NA	No	0.044718076	0.034506296	whole.adult	35	0.299	NA	82.64	NA	NA	NA	N
CAM047606	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	female	NA	No	0.037501669	0.018591332	whole.adult	22.9	0.155	NA	90.36	NA	NA	NA	N
CAM047612	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	No	0.042730038	0.025728696	whole.adult	2.38	0.153	NA	91.56	NA	NA	NA	N
CAM047614	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	female	NA	No	0.03249255	0.02145315	whole.adult	19.9	0.33	NA	89.45	NA	NA	NA	N
CAM047615	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	No	0.029431201	0.019760489	whole.adult	21.6	0.137	NA	89.85	NA	NA	NA	N
CAM047620	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	No	0.037531648	0.027271591	whole.adult	3.84	0.145	NA	91.42	NA	NA	NA	N
CAM047623	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	male	NA	No	0.990628509	0.010997948	dna.extraction	9.44	0.264	NA	94.55	NA	NA	NA	N
CAM047624	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	female	NA	No	0.990860257	0.013835214	dna.extraction	16.6	0.199	NA	56.89	NA	NA	NA	N
CAM047625	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	female	NA	No	0.980633933	0.031770718	dna.extraction	16.3	0.322	NA	91.81	NA	NA	NA	N
CAM047626	Brazilian_helicoverpa	NA	Brazil	Mato Grosso	soybean	0	NA	No	0.986324277	0.020927499	dna.extraction	12.5	0.137	NA	91.31	NA	NA	NA	N
CAM047628	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	female	NA	No	0.978778977	0.032799896	dna.extraction	8.03	0.225	NA	92.07	NA	NA	NA	N
CAM047629	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	male	NA	Yes	0.974605226	0.030042147	dna.extraction	17.9	0.38	NA	89.99	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047631	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	female	NA	No	0.978037151	0.034508791	dna.extraction	24.2	0.141	NA	94.54	NA	NA	NA	N
CAM047633	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	female	NA	Yes	0.981022994	0.024232261	dna.extraction	16.5	0.171	NA	91.03	ARM2/ARM2	ARM1/ARM2	ARM2/ARM2	Y
CAM047634	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	female	NA	Yes	0.984053123	0.025854036	dna.extraction	22.1	0.202	NA	55.71	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047639	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	male	NA	No	0.9859046	0.021005888	dna.extraction	14.1	0.211	NA	94.3	NA	NA	NA	N
CAM047640	Brazilian_helicoverpa	2020	Brazil	Mato Grosso	soybean	male	NA	Yes	0.968158636	0.052431441	dna.extraction	13.4	0.185	NA	84.48	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047666	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	No	0.985654259	0.02160281	dna.extraction	33.9	0.161	NA	87.38	NA	NA	NA	N
CAM047671	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	No	0.982032975	0.030884494	dna.extraction	38.8	0.179	NA	75.67	NA	NA	NA	N
CAM047677	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	cant.be.det	NA	No	0.980407841	0.029798852	dna.extraction	37.1	0.281	NA	61.89	NA	NA	NA	N
CAM047681	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	Yes	0.97871504	0.036469034	dna.extraction	37.3	0.402	NA	91.27	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047683	Brazilian_helicoverpa	2019	Brazil	Bahia	cotton	male	NA	Yes	0.977470062	0.038181367	dna.extraction	9.27	0.169	NA	91.2	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047689	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	male	NA	Yes	0.985326016	0.02482982	dna.extraction	11.5	0.309	NA	90.47	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047692	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	female	NA	No	0.985890852	0.021220159	dna.extraction	27.2	0.194	NA	90.97	NA	NA	NA	N
CAM047693	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	male	NA	Yes	0.980760349	0.033630028	dna.extraction	10.1	0.445	NA	90.16	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047694	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	female	NA	Yes	0.982001158	0.029912929	dna.extraction	9.98	0.243	NA	89.65	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047697	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	male	NA	Yes	0.986221361	0.02271301	dna.extraction	14.3	0.192	NA	92.15	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047699	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	female	NA	No	0.984497271	0.024094442	dna.extraction	8.92	0.304	NA	74.81	NA	NA	NA	N
CAM047700	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	female	NA	Yes	0.982753918	0.029014331	dna.extraction	10.2	0.292	NA	92.24	ARM2/ARM2	ARM2/ARM2	ARM2/ARM2	Y
CAM047703	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	male	NA	No	0.969049598	0.051606742	dna.extraction	11.4	0.176	NA	93.4	NA	NA	NA	N
CAM047708	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	female	NA	No	0.983637279	0.027586846	dna.extraction	31.9	0.258	NA	92	NA	NA	NA	N
CAM047712	Brazilian_helicoverpa	2014	Brazil	Bahia	soybean	female	NA	Yes	0.980086712	0.031568288	dna.extraction	39.9	0.142	NA	91.29	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047718	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	male	NA	No	0.990992631	0.013576073	dna.extraction	29.2	0.389	NA	94.41	NA	NA	NA	N
CAM047723	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	male	NA	No	0.982335581	0.027805908	dna.extraction	19.1	0.203	NA	92.76	NA	NA	NA	N
CAM047726	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	female	NA	No	0.985453273	0.022718084	dna.extraction	22.6	0.145	NA	92.89	NA	NA	NA	N
CAM047728	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	male	NA	No	0.987541974	0.020097617	dna.extraction	18.3	0.182	NA	91.38	NA	NA	NA	N
CAM047729	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	male	NA	Yes	0.961796809	0.068922267	dna.extraction	12	0.189	NA	81.13	ARM2/ARM2	ARM1/ARM1	ARM1/ARM1	Y
CAM047730	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	female	NA	Yes	0.976012896	0.042342826	dna.extraction	16.2	0.175	NA	88.02	ARM2/ARM2	ARM1/ARM1	ARM1/ARM1	Y
CAM047733	Brazilian_helicoverpa	2021	Brazil	Mato Grosso	cotton	female	NA	No	0.981058036	0.031764118	dna.extraction	5.99	0.175	NA	91.92	NA	NA	NA	N
CAM047738	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	male	NA	No	0.97514975	0.033276286	dna.extraction	12.4	0.322	NA	94.13	NA	NA	NA	N
CAM047739	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.983196585	0.025982098	dna.extraction	13.6	0.157	NA	92.4	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047740	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	female	NA	Yes	0.969846607	0.037343351	dna.extraction	15.2	0.362	NA	89.46	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047741	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	female	NA	Yes	0.971257331	0.047058591	dna.extraction	15.7	0.291	NA	91.43	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047742	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.964548716	0.062769157	dna.extraction	12.8	0.332	NA	91.41	ARM2/ARM2	ARM1/ARM1	ARM1/ARM1	Y
CAM047743	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	female	NA	Yes	0.985032678	0.025238199	dna.extraction	6.41	0.161	NA	91.18	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047745	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	female	NA	No	0.978005511	0.035021994	dna.extraction	17	0.166	NA	93.39	NA	NA	NA	N
CAM047747	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	female	NA	No	0.98472593	0.021381002	dna.extraction	25.9	0.16	NA	60.02	NA	NA	NA	N
CAM047748	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	female	NA	No	0.970265241	0.047023474	dna.extraction	22.2	0.182	NA	93.91	NA	NA	NA	N
CAM047749	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	male	NA	No	0.975632315	0.03962318	dna.extraction	14.7	0.186	NA	91.78	NA	NA	NA	N
CAM047753	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	male	NA	No	0.972130917	0.031521281	dna.extraction	18.1	0.151	NA	94.6	NA	NA	NA	N
CAM047754	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.971759175	0.048396621	dna.extraction	28.6	0.31	NA	80.83	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047755	Brazilian_helicoverpa	2018	Brazil	Mato Grosso	soybean	male	NA	Yes	0.975956917	0.041925514	dna.extraction	22.2	0.221	NA	89.07	ARM1/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047773	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.02788245	0.021620434	dna.extraction	42.2	0.353	NA	91.18	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047774	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	Yes	0.033224352	0.025541744	dna.extraction	34.1	0.999	NA	91.45	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047775	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	No	0.033454934	0.02448108	dna.extraction	31.9	0.685	NA	92.38	NA	NA	NA	N
CAM047776	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.034889067	0.018476343	dna.extraction	35.2	0.461	NA	90.35	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047777	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.032586516	0.034522967	dna.extraction	35	0.513	NA	90.3	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047778	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	No	0.031365076	0.027450879	dna.extraction	40.4	0.621	NA	89.77	NA	NA	NA	N
CAM047779	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	Yes	0.033830023	0.02702964	dna.extraction	43.2	0.349	NA	90.37	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047780	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	Yes	0.033121731	0.036062474	dna.extraction	40.1	0.245	NA	91.97	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047781	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	Yes	0.021985509	0.034843733	dna.extraction	45	0.4	NA	89.56	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047782	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	No	0.022049262	0.020356136	dna.extraction	33.7	0.778	NA	93.11	NA	NA	NA	N
CAM047783	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	No	0.0362305	0.019484241	dna.extraction	33.5	0.416	NA	93.63	NA	NA	NA	N
CAM047784	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.03447204	0.026493461	dna.extraction	40.4	0.353	NA	90.23	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047785	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.033539635	0.027450611	dna.extraction	40.4	0.262	NA	89.91	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047786	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	Yes	0.034033733	0.016972575	dna.extraction	46.8	0.297	NA	89.71	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047787	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.033610649	0.031166447	dna.extraction	39.5	0.201	NA	91.16	ZEA/ZEA	ZEA/ZEA	ZEA/ARM2	Y
CAM047788	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	No	0.03261909	0.012496556	dna.extraction	28.9	0.264	NA	92.35	NA	NA	NA	N
CAM047789	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.03782587	0.033531306	dna.extraction	42.4	0.274	NA	89.96	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047790	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	No	0.046350149	0.030276781	dna.extraction	40.6	0.469	NA	89.22	NA	NA	NA	N
CAM047791	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.017788258	0.019181917	dna.extraction	41.1	0.666	NA	92.29	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047792	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.017323843	0.023812492	dna.extraction	37.1	0.173	NA	89.54	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047793	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.027061995	0.019365244	dna.extraction	32	0.227	NA	90.57	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047794	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.037815926	0.025964595	dna.extraction	42.2	0.266	NA	90.41	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047795	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.02238688	0.031174464	dna.extraction	40.5	0.501	NA	91.8	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047796	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	No	0.028720901	0.024501492	dna.extraction	38.5	0.261	NA	91.34	NA	NA	NA	N
CAM047797	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	Yes	0.037226537	0.025165828	dna.extraction	43.1	0.382	NA	89.71	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047798	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	No	0.039168251	0.036777835	dna.extraction	6.23	0.262	NA	91.03	NA	NA	NA	N
CAM047799	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	No	0.023889316	0.024756934	dna.extraction	15.1	0.624	NA	91.74	NA	NA	NA	N
CAM047800	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	Yes	0.036734576	0.038164139	dna.extraction	15.2	0.24	NA	80.81	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047801	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.031688182	0.034776319	dna.extraction	18.2	0.278	NA	89.07	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047802	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	Yes	0.030613035	0.03475711	dna.extraction	40.7	0.238	NA	88.01	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047803	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	No	0.030861053	0.013231083	dna.extraction	31.6	0.226	NA	92.65	NA	NA	NA	N
CAM047804	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	No	0.034272844	0.026372308	dna.extraction	7.66	0.253	NA	91.74	NA	NA	NA	N
CAM047806	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.050513658	0.040532488	dna.extraction	12.6	0.615	NA	89	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047807	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	No	0.015566736	0.022255105	dna.extraction	3.46	0.135	NA	93.73	NA	NA	NA	N
CAM047808	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.020390393	0.021470533	dna.extraction	15.6	0.213	NA	89.52	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047809	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.029036136	0.030482289	dna.extraction	10.7	0.22	NA	89.88	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047810	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	Yes	0.033775059	0.025370937	dna.extraction	10.8	0.374	NA	86.78	ZEA/ZEA	ZEA/ARM1	ZEA/ZEA	Y
CAM047811	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	male	NA	No	0.033936108	0.044544696	dna.extraction	6.79	0.289	NA	91.2	NA	NA	NA	N
CAM047812	Brazilian_helicoverpa	2022	Brazil	Mato Grosso	maize	female	NA	No	0.04505626	0.039134945	dna.extraction	3.94	0.282	NA	92.17	NA	NA	NA	N
CAM047823	Brazilian_helicoverpa	2021	Brazil	Goias	maize	male	NA	Yes	0.302786607	0.475711253	dna.extraction	31.9	0.404	NA	88.23	ZEA/ARM2	ZEA/ARM1	ZEA/ARM2	Y
CAM047824	Brazilian_helicoverpa	2021	Brazil	Goias	maize	male	NA	No	0.050282313	0.024365431	dna.extraction	13	0.216	NA	87.13	NA	NA	NA	N
CAM047825	Brazilian_helicoverpa	2021	Brazil	Goias	maize	male	NA	No	0.03592448	0.014947334	dna.extraction	11	0.619	NA	92.68	NA	NA	NA	N
CAM047826	Brazilian_helicoverpa	2021	Brazil	Goias	maize	male	NA	Yes	0.028931399	0.020099709	dna.extraction	25.7	0.237	NA	86.69	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047827	Brazilian_helicoverpa	2021	Brazil	Goias	maize	female	NA	Yes	0.03018508	0.018638324	dna.extraction	42.2	0.284	NA	89.58	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047828	Brazilian_helicoverpa	2021	Brazil	Goias	maize	female	NA	Yes	0.03605909	0.037734093	dna.extraction	38.5	0.404	NA	89.18	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047829	Brazilian_helicoverpa	2021	Brazil	Goias	maize	female	NA	No	0.030760609	0.018896817	dna.extraction	44.5	0.272	NA	90.94	NA	NA	NA	N
CAM047830	Brazilian_helicoverpa	2021	Brazil	Goias	maize	female	NA	No	0.039670583	0.031188886	dna.extraction	33.6	0.264	NA	90.69	NA	NA	NA	N
CAM047831	Brazilian_helicoverpa	2021	Brazil	Goias	maize	male	NA	No	0.020415288	0.031986967	dna.extraction	35.9	0.164	NA	89.06	NA	NA	NA	N
CAM047850	Brazilian_helicoverpa	2021	Brazil	Bahia	soybean	female	NA	No	0.980174721	0.026837714	dna.extraction	18.2	0.256	NA	93.81	NA	NA	NA	N
CAM047851	Brazilian_helicoverpa	2021	Brazil	Bahia	soybean	male	NA	Yes	0.974484045	0.045416351	dna.extraction	32.6	0.419	NA	92.38	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047852	Brazilian_helicoverpa	2021	Brazil	Bahia	soybean	male	NA	Yes	0.967771141	0.058454786	dna.extraction	26	0.384	NA	91.63	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047854	Brazilian_helicoverpa	2021	Brazil	Bahia	soybean	female	NA	Yes	0.967491529	0.054925574	dna.extraction	23.2	0.218	NA	87.96	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047855	Brazilian_helicoverpa	2021	Brazil	Bahia	soybean	female	NA	Yes	0.965747426	0.062744487	dna.extraction	19.7	0.184	NA	90.7	ARM2/ARM2	ARM2/ARM2	ARM1/ARM1	Y
CAM047856	Brazilian_helicoverpa	2021	Brazil	Bahia	soybean	male	NA	Yes	0.983873769	0.026933139	dna.extraction	31.2	0.241	NA	93.7	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047857	Brazilian_helicoverpa	2021	Brazil	Bahia	soybean	male	NA	No	0.974661576	0.043194878	dna.extraction	11.2	0.27	NA	42.58	NA	NA	NA	N
CAM047859	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	male	NA	Yes	0.967330573	0.057078543	dna.extraction	42.8	0.397	NA	91.94	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047860	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	female	NA	Yes	0.95442999	0.069131466	dna.extraction	34.3	0.442	NA	88.85	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047864	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	female	NA	No	0.982536015	0.026954788	dna.extraction	26.3	0.172	NA	60.39	NA	NA	NA	N
CAM047866	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	female	NA	No	0.974751945	0.026556039	dna.extraction	39	0.235	NA	45.49	NA	NA	NA	N
CAM047867	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	male	NA	No	0.978990548	0.031888711	dna.extraction	36.2	0.236	NA	43.78	NA	NA	NA	N
CAM047868	Brazilian_helicoverpa	2020	Brazil	Bahia	cotton	female	NA	Yes	0.960259748	0.074861024	dna.extraction	6.84	0.537	NA	86.97	ARM2/ARM2	ARM1/ARM1	ARM1/ARM1	Y
CAM047898	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	male	NA	Yes	0.977649473	0.026965241	dna.extraction	15.9	0.138	NA	90.17	ARM2/ARM2	ARM1/ARM1	ARM1/ARM1	Y
CAM047899	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	female	NA	Yes	0.038044784	0.030206987	dna.extraction	33	0.138	NA	88.63	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047901	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	female	NA	No	0.039133277	0.020435229	dna.extraction	29.8	0.383	NA	68.95	NA	NA	NA	N
CAM047902	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	male	NA	No	0.028672868	0.016443817	dna.extraction	21.8	0.673	NA	90.95	NA	NA	NA	N
CAM047903	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	female	NA	No	0.04269333	0.026663492	dna.extraction	23.4	0.14	NA	79.82	NA	NA	NA	N
CAM047904	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	female	NA	No	0.046257184	0.026196994	dna.extraction	36.6	0.184	NA	90.99	NA	NA	NA	N
CAM047905	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	male	NA	No	0.986050599	0.021015634	dna.extraction	44.9	0.216	NA	36.75	NA	NA	NA	N
CAM047907	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	male	NA	No	0.985950306	0.021711561	dna.extraction	38	0.341	NA	92.85	NA	NA	NA	N
